id,user,date,Text,likes
UgwhJF0vVDcF3A0Xo614AaABAg,Michael Bottjer,2 weeks ago,Bill Nye doesn't have a science degree. Bill Nye the Science Guy is an actor. His education is in engineering. Next time they should get a real scientist on the show.,0
Ugw-4dOviyB187jHO0N4AaABAg,Sharon Scott,2 weeks ago,How long have been using these things that’s he’s talking 50 years and it’s ending the world. And I can’t grow grapes here in Britain it’s still too cold here,0
UgwcSGtcXOebDiQbMZt4AaABAg,Sharon Scott,2 weeks ago,So it’s the rich people that have created all the things that have caused it,0
UgzGSRjMIfmiPConawF4AaABAg,Sharon Scott,2 weeks ago,Bill looks like an alien,0
UgwBkyAa0K_wyLn0JyJ4AaABAg,Victor Germain,2 weeks ago,"Bill nye will never debate a real climate scientist that has ALL real data. Bill nye uses pieces of the science cherry picked for his own (paid for) agenda.
Any scientist who's funding is based on finding evidence of man made climate change, will find that evidence.",0
UgyQP6ThdAM7DEVyycl4AaABAg,Carlo Rizzo,2 weeks ago,He's not answering the question.,1
UgxdfaNZWyfZ5fVlm3x4AaABAg,joseph millett,2 weeks ago,Fuckishima and plastics in the pacific alone is changing everything. Tucker sucks in this argument.,1
Ugz8e_fgW4CHhQ0-RH54AaABAg,joseph millett,2 weeks ago,He's not a real scientist trust me.,0
UgzXyNSknfPbFiA7GH54AaABAg,Dan D,2 weeks ago,Why doesn’t Bill ever debate anyone on climate change who is equally qualified and informed with facts?,1
UgxTWITdkGU5lW4z7r94AaABAg,KryptoKonvict,2 weeks ago,"For an interview that could of been great, all tucker did was focus on the most irrelevant part.",0
UgwCEUEjZUaAAn9Gv6Z4AaABAg,David Hess,2 weeks ago,"Bill, the moron guy; does biology have anything to do with gender? Biology IS settled science too.",0
UgxcOqbKO95ma0o12dB4AaABAg,David Hess,2 weeks ago,Wow... Bill Nye he engineer guy.... isn't a scientist at all.,2
UgyWraAEmBAHRxnmJwR4AaABAg,The Mr. Man,2 weeks ago,Smart Scientist vs Triggered Conservative Boomer That Doesn't Know Anything About Science,1
Ugxdpj69T35C9APvtCV4AaABAg,Sam Ryan,2 weeks ago,"Bill Nye the lying guy
Or Bill Nye the dying guy



I'll be so excited when Bill is dead so we don't have a crazy man teaching lies to kids.",0
UgwQ2AeD0RrolIUJhsd4AaABAg,Dominica Larissa,2 weeks ago,4:40 dude Bill Nyr had me dying. Love his sarcasm AND brilliance ❤😂,0
UgygOo2jJOdFWwuNCxx4AaABAg,smnsdndn dhs,2 weeks ago,Tucker asks questions that can't be answered. I thought he was smart,1
Ugw07zs4jIO4O-tVleN4AaABAg,Joe Ubillos,2 weeks ago,This dude had to bring on bill nye to like smart and actually win a debate and he still looked stupid this was pointless Fox is retarted and tucker Carlson needs to just stfu already,1
Ugw3K6kY2-JCN7WEkOF4AaABAg,김옥희,2 weeks ago,Nye is a hack.  He also believes trans is a thing.  He's a nut.,0
UgzGjEKX2aCbqxIX89Z4AaABAg,Mrs Dianna,2 weeks ago,This tucker man is a COMPLETE idiot! All that blabbering and screaming constantly interrupting. The fact Bill took his phone to LITERALLY time how long before interrupting again is disgusting. This clown should’ve been fired immediately. A disgrace indeed. Highly unprofessional.,1
Ugz3Dvmq8IRh7wG3at54AaABAg,Reggie Anderson,2 weeks ago,Bill Nye came on to inform the public of a real serious situation. Fox News let Bill Nye on to Humiliate and Discredit anything Bill had to say. Fox News don’t care about the truth. They just want their ratings up. Their viewers like drama and bullying of anyone of the democratic party. so that’s what they put out not necessarily false information but they leave out most of the entire truth. If that truth doesn’t boost ratings or add to their brain wash agendas. They are build a family of long time viewers by never changing who they are.,2
Ugy8pAhrcugZB2GLnCB4AaABAg,Reggie Anderson,2 weeks ago,Tucker does not know much. And very rude when speaking to guest. Tucker has no answers but calls everyone else liars because it’s not the information that he wants to hear. Tucker you are main stream media and one day you will look back and feel really bad about the person you are today.,0
Ugx4DWhYgCnpQwSLSd54AaABAg,Lyric,2 weeks ago,"“But but but wait wait wait wait, h-h-hold on hold on hold on” -Tucker Carlson",5
UgzPsxVmKiBkMn29gkF4AaABAg,Matthew Blakey,2 weeks ago,Bill can’t give any kind of straight answer. Nothing he said was quantifiable nothing he said was scientific and he speaks in a demeaning manor. He is preaching religion. He doesn’t actually know any succinct answer to what Tucker is answering and it’s painful to watch.,0
Ugyn_AJa7-vd-c7aLFF4AaABAg,DpidSoud,2 weeks ago,Tucker Carlson fuaqing sucks,0
UgylEZQcwCk5eERO2at4AaABAg,Dropping ATruth,2 weeks ago,"""You pretend that you know but you don't know. "" classic! 😂👍",1
UgySLLtJ9IPm7jkICDF4AaABAg,jacegil,2 weeks ago,"Bill ''we in the scientific community'' Nye has the eyes of a madman. He's at heart a joyless, sanctimonious activist.",1
UgzBDqck4GqKlC0PH954AaABAg,Dan M,2 weeks ago,The only thing i dont get about republicans is y they dont believe in man made climate change. Cmon its really obvious .Is a volcano that releases Co2 into the environment any different than humans releasing CO2? If you dont believe just wait a few more years. ppl are populating exponentially  and polluting the environment exponentially. how can increasing populations and polluting not create climate change?,1
UgwSrmH9vTR9WeRWIN14AaABAg,Hill C,2 weeks ago,"Everybody do not forget that back in 1976 the bill Moyer's journal show on PBS said that the Earth was going into an ice age.
Now all the sudden the so called partisan leftist hypocrite dishonest  climate model liars are saying that we are warming up. Nice try bill Nye ""the science guy"" ask any legit scientist and they will tell you that it takes thousands of years for this to happen not 40 years.
A volcano and many more eruptions on a regular basis would  definitely  affect the climate.",1
UgwbqHHdHgD2aZxmQth4AaABAg,William Finnegan,2 weeks ago,"I’m an engineer, my kids are all engineers/science grads....I wouldn’t let them watch this guy when they were   Of that age.",2
UgzNkb0N8HuDYTnCLc54AaABAg,Demetri Thomas,2 weeks ago,"Once someone insults your intelligence, you've won the argument.. Ignorance only yells.. Like tucker did and does every time",0
Ugzjpkhu3sF-DY_rs-x4AaABAg,Hill C,2 weeks ago,"Bill Nye is so full of Sh....ttt
I am an average person and I know that the leftist climate models are a bunch of doctored up bull sh....tt
They base their climate model on the last 100 years or so.
They do not even bring up the scientific evidence that the Earth was warming some 2000 years ago and yes there weren't airports and paved parking lots 2000years ago.
This global warming scam is for profit and transfer of wealth .they want to financially punish hard working Americans in the form of bull sh....ttt energy taxes.
It's the leftist rich liberal globalist hypocrite thug elletest dishonest way to say is they want to control every part of our existence  and I guarantee you global warming and global cooling will not be affected by man kind .",0
Ugzlm-lzCjJjj5jLfox4AaABAg,Dennis G,2 weeks ago,Bill Nye the BS guy!    He should stick to glitzy science experiments on TV.,1
Ugw7I_4Pjuu7InFiq814AaABAg,Marvin Pineda,2 weeks ago,"Tucker is arguing the rate of what causes climate change. Scientist Bill Nye reinforces the argument with time, and reduces the conflict affected by minimizing the length of that time it takes. Tucker mentions people being the cause and to what degree. Here’s where the simple factor comes around. The uncontrollable variable is The Beach. The variable that’s causing this is gasoline. Why Scientist Bill Nye mentioned commerce from other countries was for the difference in product & business happening between The Beach and Streets. Yeah. It’s getting hot. But may be for Tucker where he is, it is. So why isn’t it taken care of? Perhaps inland it’s worse.",0
UgwnfEYX8tdDAJ-ClSt4AaABAg,Brent C,2 weeks ago,Holy heck this guy is annoying. This was just a child denying facts and logic and a guy having to keep his cool.,0
Ugybg5iAbtZABU_KNy94AaABAg,Deena James,2 weeks ago,"Science no longer exists in the western world.
Reason and logic no longer exist 
Masculinity used to keep lunatics in check",2
UgxZpPLgtf5VeXMKHi14AaABAg,Makario Santiaguero Jaramillo,2 weeks ago,il is not a dr. hes is nothing and anyone who listens to beill needs to be commited,0
UgzwO-vJMKgfSOK4rhl4AaABAg,Goku Black,2 weeks ago,I guess Tucker thinks climate change only changes the temperature of air .,3
UgyS9-flMfhip3feaz94AaABAg,Micha Grobi,2 weeks ago,Bill Nye the LOGIC Science guy LOL,0
Ugz_O_04VO267ajq8754AaABAg,yeehaw,2 weeks ago,Can somebody just shoot Tucker. please.,0
UgztoFgzP2fMjEWtuMd4AaABAg,Emma 669,2 weeks ago,"Lol, he keeps asking questions, which Nye had already answered.",0
UgxxaOT2em8z9AmZX6F4AaABAg,PianoMan 2018,2 weeks ago,Nye should be NYET. As in “no”. Climate change is a scam to put money into somebody’s pockets. It’s our duty to figure out who’s.,2
UgzRbe2txHx-33Us4SF4AaABAg,Mark Gwarbowski,2 weeks ago,"Bill is not a science guy,he's an actor with no degrees, 
The Russian actor from Rocky lll, has more degrees then any science person,,
Do some research filthy humans...",2
UgwLHvgRIiARJNiu_Kd4AaABAg,Logan B,2 weeks ago,"Tucker: What is your name
Me: Logan
Tucker: YOUR NOT ANSWERING MY QUESTION",8
UgxhixERukrSIcT3fdp4AaABAg,Deathstalker,2 weeks ago,"To the clown Nye the Fake Scientist. Britain had grown grapes since Romans and never stopped. As for the French, until recently grape farming was restricted by their own government to just a few region. Since deregulation, they can grow grape anywhere. Parasites attacked farms long before industrial activity. Laki volcano in 1784, followed my many other massive volcanoes made the winters extra cold, killing crops, farm animals, and people. What normal climate is he talking about?",0
Ugy49FtebpcZZFGixR14AaABAg,88blockNS,2 weeks ago,"Tucker wanted simple numbers, Bill Nye could not provide them. He just kept dancing around Tucker's question, which is simply asking at what rate human interference has influenced climate change. He is not denying it, he wants simple numbers, and Bill Nye looked foolish coming on the show without these answers.",2
Ugyv8QKW9cjalM1PR814AaABAg,Maverick Kajita,2 weeks ago,Laughing at your guest at the end is a very childish thing to do.,1
UgzkuX1-lDcpGLKrzWx4AaABAg,Maverick Kajita,2 weeks ago,Go bill. Throwing some science into Fox News.  What is so hard to understand?,1
UgwDDmPThe5EYGsetPx4AaABAg,Andrew Shott,2 weeks ago,What a waste of Bill's time.  Tucker is an idiot for this one.  Let's ask a question but not let the person answer it.,0
UgxI2HxACoex_mhMYRd4AaABAg,nonplayerzealot4,2 weeks ago,Those sirens start when Tucker starts talking.,1
Ugz1Th77QzPJfM9grTN4AaABAg,loadi2,2 weeks ago,Tucker is so stupid 😂 just look at his face😮,1
UgzXAu6fEaQXuenNA-N4AaABAg,Marvin King,2 weeks ago,How is this tucker moron still on the air. Please buy a mouth piece for your pistol and test it out!,0
Ugx34KgE3nUWKIeq7ml4AaABAg,cheddar shred,2 weeks ago,Tucker you made a complete DUMBASS of yourself.,0
UgytkSHh4XL3XpWesTV4AaABAg,Nolan Saulnier,2 weeks ago,"Why’s everyone bashing him everyone’s lost a debate or handled one poorly Ben Shapiro, Steven Crowder, etc. At lease he had the balls to not disable comments or take it down.",0
UgxNhnlGtGPojoT8Gc54AaABAg,Jihart Bladhest,2 weeks ago,Lmao bill nye the climate guy,0
UgzKXOh7F4OTg4Qxj_t4AaABAg,Juan Rivas,2 weeks ago,Why is Tucker so ignorant?,0
UgwmGttTRSFs7s8GdWd4AaABAg,California Dreaming,2 weeks ago,Bill Nye is the most arrogant person on Earth.,0
Ugzazemhq0EuA5W2omt4AaABAg,Marion Williamson III,2 weeks ago,If we never support race mixing and gays Right that against god the wether will be okay but thank you liberals To making god Maaaaaaaad,0
